time,id,text,isRetweet,isDeleted,device,favorites,retweets,isFlagged
2018-11-27 13:07:00,1.0674e+18,"....terrible Gang of Angry Democrats. Look at their past, and look where they come from. The now $30,000,000 Witch Hunt continues and theyve got nothing but ruined lives. Where is the Server? Let these terrible people go back to the Clinton Foundation and Justice Department!",f,f,Twitter for iPhone,90704,23521,f
2018-11-27 13:32:00,1.06741e+18,Polls are open in Mississippi. We need Cindy Hyde-Smith in Washington. GO OUT AND VOTE. Thanks!,f,f,Twitter for iPhone,59438,13753,f
2018-11-27 19:05:00,1.06749e+18,"Very disappointed with General Motors and their CEO, Mary Barra, for closing plants in Ohio, Michigan and Maryland. Nothing being closed in Mexico &amp, China. The U.S. saved General Motors, and this is the THANKS we get! We are now looking at cutting all GM subsidies, including....",f,f,Twitter for iPhone,107570,25316,f
2018-11-27 19:05:00,1.06749e+18,....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) - dont think that bet is going to pay off. I am here to protect Americas Workers!,f,f,Twitter for iPhone,93952,20200,f
2018-11-27 04:40:00,1.06728e+18," GOP: Only with a strong Senate GOP majority can we defend your tax cuts, defend your Second Amendment, protect your Medicare and Socia...",t,f,Twitter for iPhone,0,11385,f
2018-11-27 04:40:00,1.06728e+18, GOP: I need the great people of Mississippi to send a message to... the radical Democrats by electing cindyhydesmith. -realDonaldTrum...,t,f,Twitter for iPhone,0,7381,f
2018-11-27 04:54:00,1.06728e+18," GOP: Tomorrow, the voters of this state will cast their ballots in one of the most important Senate elections of your livesof all of...",t,f,Twitter for iPhone,0,7459,f
2018-11-28 00:31:00,1.06758e+18,"The Mueller Witch Hunt is a total disgrace. They are looking at supposedly stolen Crooked Hillary Clinton Emails (even though they dont want to look at the DNC Server), but have no interest in the Emails that Hillary DELETED &amp, acid washed AFTER getting a Congressional Subpoena!",f,f,Twitter for iPhone,95374,25078,f
2018-11-28 13:39:00,1.06778e+18,"While the disgusting Fake News is doing everything within their power not to report it that way, at least 3 major players are intimating that the Angry Mueller Gang of Dems is viciously telling witnesses to lie about facts &amp, they will get relief. This is our Joseph McCarthy Era!",f,f,Twitter for iPhone,81717,22539,f
2018-11-28 14:32:00,1.06779e+18, charliekirk11: WOW - if a conservative said this they would be boycotted and not allowed back in the public arena  Hillary said all b...,t,f,Twitter for iPhone,0,20761,f
2018-11-28 14:43:00,1.06779e+18,"The reason that the small truck business in the U.S. is such a go to favorite is that, for many years, Tariffs of 25% have been put on small trucks coming into our country. It is called the chicken tax. If we did that with cars coming in, many more cars would be built here.....",f,f,Twitter for iPhone,61403,14021,f
2018-11-28 14:49:00,1.06779e+18,".....and G.M. would not be closing their plants in Ohio, Michigan &amp, Maryland. Get smart Congress. Also, the countries that send us cars have taken advantage of the U.S. for decades. The President has great power on this issue - Because of the G.M. event, it is being studied now!",f,f,Twitter for iPhone,63477,14297,f
2018-11-28 16:09:00,1.06781e+18,"Steel Dynamics announced that it will build a brand new 3 million ton steel mill in the Southwest that will create 600 good-paying U.S. JOBS. Steel JOBS are coming back to America, just like I predicted. Congratulations to Steel Dynamics!",f,f,Twitter for iPhone,99294,22340,f
2018-11-28 01:40:00,1.06778e+18, The_Trump_Train: ,t,t,Twitter for iPhone,0,25619,f
2018-11-28 01:40:00,1.06778e+18," The_Trump_Train: If GM doesn't want to keep their jobs in the United States, they should pay back the $11.2 billion bailout that was fu...",t,t,Twitter for iPhone,0,20711,f
2018-11-28 01:41:00,1.06778e+18," The_Trump_Train: Illegals can get up to $3,874 a month under Federal Assistance program. Our social security checks are on average $120...",t,t,Twitter for iPhone,0,43379,f
2018-11-28 01:41:00,1.06778e+18, The_Trump_Train: Will CNN ever ask Border Patrol agents how they felt having large rocks chucked at them by criminal illegals?,t,t,Twitter for iPhone,0,18773,f
2018-11-28 23:32:00,1.06792e+18,"On behalf of FLOTUS Melania and the entire Trump family, I want to wish you all a very MERRY CHRISTMAS! May this Christmas Season bring peace to your hearts, warmth to your homes, cheer to your spirits and JOY TO THE WORLD! NCTL2018 ",f,f,Twitter for iPhone,109634,24449,f
2018-11-28 02:29:00,1.06779e+18, MikePenceVP: I'm thankful for every day Hillary Clinton is not President!,t,t,Twitter for iPhone,0,21050,f
2018-11-28 02:31:00,1.06779e+18, dbongino: What the hell is this?  ,t,t,Twitter for iPhone,0,17391,f
2018-11-28 03:38:00,1.06762e+18,"Brenda Snipes, in charge of voting in Broward County, Florida, was just spotted wearing a beautiful dress with 300 I VOTED signs on it. Just kidding, she is a fine, very honorable and highly respected voting tactician!",f,f,Twitter for iPhone,79683,15295,f
2018-11-28 03:42:00,1.06762e+18,Congratulations to Senator Cindy Hyde-Smith on your big WIN in the Great State of Mississippi. We are all very proud of you!,f,f,Twitter for iPhone,92526,17356,f
2018-11-29 11:37:00,1.06811e+18,"General Motors is very counter to what other auto, and other, companies are doing. Big Steel is opening and renovating plants all over the country. Auto companies are pouring into the U.S., including BMW, which just announced a major new plant. The U.S.A. is booming!",f,f,Twitter for iPhone,72524,15329,f
2018-11-29 11:54:00,1.06811e+18,"Did you ever see an investigation more in search of a crime? At the same time Mueller and the Angry Democrats arent even looking at the atrocious, and perhaps subversive, crimes that were committed by Crooked Hillary Clinton and the Democrats. A total disgrace!",f,f,Twitter for iPhone,85872,21416,f
2018-11-29 12:16:00,1.06812e+18,"When will this illegal Joseph McCarthy style Witch Hunt, one that has shattered so many innocent lives, ever end-or will it just go on forever? After wasting more than $40,000,000 (is that possible?), it has proven only one thing-there was NO Collusion with Russia. So Ridiculous!",f,f,Twitter for iPhone,76317,19259,f
2018-11-29 12:32:00,1.06812e+18,"Billions of Dollars are pouring into the coffers of the U.S.A. because of the Tariffs being charged to China, and there is a long way to go. If companies dont want to pay Tariffs, build in the U.S.A. Otherwise, lets just make our Country richer than ever before!",f,f,Twitter for iPhone,81434,17523,f
2018-11-29 16:34:00,1.06818e+18,"Based on the fact that the ships and sailors have not been returned to Ukraine from Russia, I have decided it would be best for all parties concerned to cancel my previously scheduled meeting....",f,f,Twitter for iPhone,71380,15866,f
2018-11-29 16:34:00,1.06818e+18,....in Argentina with President Vladimir Putin. I look forward to a meaningful Summit again as soon as this situation is resolved!,f,f,Twitter for iPhone,51891,10619,f
2018-11-29 22:03:00,1.06826e+18,".SteveScalise has written an absolutely fascinating book (BACK IN THE GAME) on the world of D.C. politics, and more. He has experienced so much, in a short period of time. Few people have had his bravery or courage, and he has come all the way back. A big power and great person!",f,f,Twitter for iPhone,46478,10298,f
2018-11-29 22:14:00,1.06827e+18,".StephenMoore and Arthur Laffer, two very talented men, have just completed an incredible book on my Economic Policies or, as they call it, TRUMPONOMICS....",f,f,Twitter for iPhone,38491,8085,f
2018-11-29 22:14:00,1.06827e+18,....They have really done a great job in capturing my long-held views and ideas. This book is on sale now - a terrific read of a really interesting subject!,f,f,Twitter for iPhone,33865,6768,f
2018-11-29 22:34:00,1.06827e+18,""".DBonginos new book, """"Spygate: The Attempted Sabotage of Donald J. Trump,"""" is terrific. He's tough, he's smart, and he really gets it. His book is on sale now, I highly recommend!""",f,f,Twitter for iPhone,56726,13892,f
2018-11-29 22:43:00,1.06827e+18,"With all of the new books coming out you can't forget two of the great originals written by GreggJarrett and JudgeJeanine Pirro. Their books both went to 1. Go get them now, the phony Witch Hunt is well explained!",f,f,Twitter for iPhone,45063,10409,f
2018-11-29 22:47:00,1.06828e+18,We have been working hard on this - and its only going to get better! ,f,f,Twitter for iPhone,39376,9582,f
2018-11-29 04:36:00,1.068e+18,"Sebastian Gorka, a very talented man who I got to know well while he was working at the White House, has just written an excellent book, Why We Fight. Much will be learned from this very good read!",f,f,Twitter for iPhone,68036,13734,f
2018-11-29 04:39:00,1.068e+18,So much happening with the now discredited Witch Hunt. This total Hoax will be studied for years!,f,f,Twitter for iPhone,73726,15827,f
2018-11-03 00:40:00,1.05852e+18,"In just 4 days, the people of Indiana are going to send Mike braun4indiana to the United States Senate, so we can keep MAKING AMERICA GREAT AGAIN! Get out and VOTE!! ",f,f,Twitter for iPhone,37571,9421,f
2018-11-03 00:49:00,1.05852e+18,"Republicans believe our Country should be a Sanctuary for law-abiding Americans  not criminal aliens. And Republicans will ALWAYS stand with the HEROES of ICEgov, CBP, and Law Enforcement! ",f,f,Twitter for iPhone,44547,11056,f
2018-11-03 10:54:00,1.05867e+18,"Congresswoman Maxine Waters was called the most Corrupt Member of Congress! FoxNews If Dems win, she would be put in charge of our Countrys finances. The beginning of the end!",f,f,Twitter for iPhone,74964,21584,f
2018-11-03 11:49:00,1.05869e+18,"Indiana Rally, and Coach Bobby Knight, were incredible last night. Packed House in Honor of Mike Braun for Senate. Mike will be a GREAT Senator. Dont forget to VOTE!",f,f,Twitter for iPhone,51760,10780,f
2018-11-03 12:04:00,1.05869e+18,"Heading to Montana and Florida today! Everyone is excited about the Jobs Numbers - 250,000 new jobs in October. Also, wages rising. Wow!",f,f,Twitter for iPhone,51994,11484,f
2018-11-03 12:50:00,1.0587e+18,"A vicious accuser of Justice Kavanough has just admitted that she was lying, her story was totally made up, or FAKE! Can you imagine if he didnt become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?",f,t,Twitter for iPhone,32535,11425,f
2018-11-03 13:24:00,1.05871e+18,"Thank you to PeteHegseth and KatiePavlich for your nice, and very wise, statements on the Economy. You both really get it! foxandfriends",f,f,Twitter for iPhone,38926,8193,f
2018-11-03 13:38:00,1.05872e+18,"A vicious accuser of Justice Kavanaugh has just admitted that she was lying, her story was totally made up, or FAKE! Can you imagine if he didnt become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?",f,f,Twitter for iPhone,131917,38851,f
2018-11-03 16:32:00,1.05876e+18,Get out and VOTE for DeanHeller! ,f,f,Twitter for iPhone,36987,8863,f
2018-11-03 16:34:00,1.05876e+18," IvankaTrump: As the FIRST female Governor of Iowa, IAGovernor cut taxes, balanced the budget (with a 127 m surplus!) &amp, fostered a pro-...",t,f,Twitter for iPhone,0,8616,f
2018-11-03 16:48:00,1.05876e+18,"New York, get out and VOTE for JohnFasoNy, a great and hardworking Congressman. We need Johns voice in D.C. His opponent just moved to the area - is Pro-Iran and Anti-Israel. Vote for John. Has my Strong Endorsement!",f,f,Twitter for iPhone,47376,12213,f
2018-11-03 18:03:00,1.05878e+18,Landing in Montana now - at least everybody admits that my lines and crowds are far bigger than Barack Obamas... ,f,f,Twitter for iPhone,64350,14666,f
2018-11-03 01:27:00,1.05853e+18,"Massive MAGARallytonight in Indiana, thank you. Everyone get out and  ",f,f,Twitter for iPhone,41365,10179,f
2018-11-03 20:38:00,1.05882e+18,"If Chuck Schumer and Nancy Pelosi gain the majority, they will try to raise your taxes, restore job-killing regulations, shut down your coal mines and timber mills, take away your healthcare, impose socialism, and ERASE your borders. VOTE for MattForMontana and GregForMontana! ",f,f,Twitter for iPhone,50515,15027,f
2018-11-03 20:57:00,1.05883e+18,"Arizona is such a Great State but it needs Border Security which MarthaMcSally will provide, and Krysten Sinema doesnt even think about. If it were up to Sinema - drugs, crime and illegal traffic will be flowing into Arizona at an ever increasing pace. Vote for Martha!",f,f,Twitter for iPhone,50738,13460,f
2018-11-03 21:05:00,1.05883e+18,Rumor has it that Senator Joe Donnelly of Indiana is paying for Facebook ads for his so-called opponent on the libertarian ticket. Donnelly is trying to steal the election? Isnt that what Russia did!?,f,f,Twitter for iPhone,84302,22247,f
2018-11-03 21:12:00,1.05883e+18,"....Lake Okeechobee and all of the hurricane money were a passion for Rick Scott, who called endlessly on behalf of the People of Florida. Vote ScottforFlorida!",f,f,Twitter for iPhone,40834,10096,f
2018-11-03 21:12:00,1.05883e+18,"In all the time Ive been President, almost two years, never once did Senator Bill Nelson call me to ask for help for the Great State of Florida. I never see him until election time....",f,f,Twitter for iPhone,53756,13517,f
2018-11-03 23:00:00,1.05886e+18,"Governor DougDucey of Arizona is doing a great job. Doug is strong on Crime, the Border, and our Second Amendment. Loves our Military &amp, our Vets. Vote for Doug, he has my full and Complete Endorsement!",f,f,Twitter for iPhone,34993,8551,f
2018-11-03 23:05:00,1.05886e+18,"Heading to Pensacola, Florida - will be there soon. Amazing lines of people wanting to get in - what a crowd! Is this a sign of Republican Strength on Tuesday? ",f,f,Twitter for iPhone,37114,7817,f
2018-11-03 02:56:00,1.05855e+18,"Scott Perry of Pennsylvania is fantastic. He is strong on the Border, Crime, the Military, our Vets and the Second Amendment. Scott has my Total Endorsement!",f,f,Twitter for iPhone,55253,12478,f
2018-11-30 00:04:00,1.06829e+18,"As RNC Chair Ronna McDaniel oversaw history defying gains in the Senate and unprecedented fundraising strength. I have asked her to serve another term for my 2020 re-elect, because there is no one better for the job!",f,f,Twitter for iPhone,60658,12314,f
2018-11-30 13:08:00,1.06849e+18,USMCA ,f,f,Twitter for iPhone,42247,9861,f
2018-11-30 14:45:00,1.06852e+18,"Just signed one of the most important, and largest, Trade Deals in U.S. and World History. The United States, Mexico and Canada worked so well together in crafting this great document. The terrible NAFTA will soon be gone. The USMCA will be fantastic for all!",f,f,Twitter for iPhone,112220,24529,f
2018-11-30 01:41:00,1.06832e+18,Just landed in Argentina with FLOTUS Melania! G20Summit ,f,f,Twitter for iPhone,41607,7411,f
2018-11-30 20:19:00,1.0686e+18,To the Great people of Alaska. You have been hit hard by a big one. Please follow the directions of the highly trained professionals who are there to help you. Your Federal Government will spare no expense. God Bless you ALL!,f,f,Twitter for iPhone,91934,17498,f
2018-11-30 20:23:00,1.0686e+18,Great reviews on the USMCA - sooo much better than NAFTA!,f,f,Twitter for iPhone,55677,10595,f
2018-11-30 02:50:00,1.06834e+18,"This demonstrates the Robert Mueller and his partisans have no evidence, not a whiff of collusion, between Trump and the Russians. Russian project legal. Trump Tower meeting (son Don), perfectly legal. He wasnt involved with hacking.     Gregg Jarrett.  A total Witch Hunt!",f,f,Twitter for iPhone,63009,15415,f
2018-11-30 03:04:00,1.06834e+18,Alan Dershowitz: These are not crimes. He (Mueller) has no authority to be a roving Commissioner. I dont see any evidence of crimes.  This is an illegal Hoax that should be ended immediately. Mueller refuses to look at the real crimes on the other side. Where is the IG REPO?,f,f,Twitter for iPhone,83171,22696,f
2018-11-30 03:31:00,1.06835e+18,Arrived in Argentina with a very busy two days planned. Important meetings scheduled throughout. Our great Country is extremely well represented. Will be very productive!,f,f,Twitter for iPhone,73608,12925,f
2018-11-30 09:52:00,1.06844e+18,"Oh, I get it! I am a very good developer, happily living my life, when I see our Country going in the wrong direction (to put it mildly). Against all odds, I decide to run for President &amp, continue to run my business-very legal &amp, very cool, talked about it on the campaign trail...",f,f,Twitter for iPhone,136840,25992,f
2018-11-30 09:59:00,1.06844e+18,"....Lightly looked at doing a building somewhere in Russia. Put up zero money, zero guarantees and didnt do the project. Witch Hunt!",f,f,Twitter for iPhone,74698,15357,f
2018-11-04 15:15:00,1.0591e+18,"New Fox Poll shows a 40% Approval Rating by African Americans for President Trump, a record for Republicans. Thank you, a great honor!",f,f,Twitter for iPhone,97684,22561,f
2018-11-04 15:24:00,1.0591e+18," realDonaldTrump: Scott Perry of Pennsylvania is fantastic. He is strong on the Border, Crime, the Military, our Vets and the Second Ame...",t,f,Twitter for iPhone,0,12478,f
2018-11-04 15:25:00,1.0591e+18," realDonaldTrump: I need the people of West Virginia to send a message to Chuck Schumer, Maxine Waters, Nancy Pelosi and the Radical Dem...",t,f,Twitter for iPhone,0,12094,f
2018-11-04 15:27:00,1.0591e+18," realDonaldTrump: I love you Missouri! Under Republican leadership, America is BOOMING, America is THRIVING, and America is WINNING - be...",t,f,Twitter for iPhone,0,12205,f
2018-11-04 15:27:00,1.0591e+18," realDonaldTrump: Wow! The U.S. added 250,000 Jobs in October - and this was despite the hurricanes. Unemployment at 3.7%. Wages UP! The...",t,f,Twitter for iPhone,0,24042,f
2018-11-04 15:28:00,1.05911e+18," realDonaldTrump: Illegal immigration affects the lives of all Americans. Illegal Immigration hurts American workers, burdens American t...",t,f,Twitter for iPhone,0,25153,f
2018-11-04 15:28:00,1.05911e+18," realDonaldTrump: Together, we are Making America Safe and Great Again!  ",t,f,Twitter for iPhone,0,19430,f
2018-11-04 15:29:00,1.05911e+18," realDonaldTrump: .WalkerStapleton will be an extraordinary Governor for the State of Colorado. He is strong, smart, and has been succe...",t,f,Twitter for iPhone,0,9462,f
2018-11-04 15:30:00,1.05911e+18, realDonaldTrump: Thats because they treat me fairly!FoxNews tops CNN and MSNBC combined in October cable news ratings ,t,f,Twitter for iPhone,0,15722,f
2018-11-04 15:32:00,1.05911e+18, realDonaldTrump: It is outrageous what the Democrats are doing to our Country. Vote Republican now!  ,t,f,Twitter for iPhone,0,33119,f
2018-11-04 15:32:00,1.05911e+18, realDonaldTrump: Yesterday in Pittsburgh I was really impressed with Congressman Keith Rothfus (far more so than any other local politi...,t,f,Twitter for iPhone,0,11684,f
2018-11-04 15:39:00,1.05911e+18, realDonaldTrump: Just out: Consumer Confidence hits highest level since 2000.,t,f,Twitter for iPhone,0,18238,f
2018-11-04 15:39:00,1.05911e+18, realDonaldTrump: .MikeDeWine will be a great Governor for the People of Ohio. He is an outstanding man who loves his State  and alway...,t,f,Twitter for iPhone,0,10054,f
2018-11-04 15:39:00,1.05911e+18," realDonaldTrump: ....Richard Cordray will let you down, just like he did when he destroyed the government agency that he ran. Clone of...",t,f,Twitter for iPhone,0,8810,f
2018-11-04 15:39:00,1.05911e+18," realDonaldTrump: Congressman KevinYoder has fought hard for the People of Kansas. Highly respected, strong on Crime, the Border, Milit...",t,f,Twitter for iPhone,0,11444,f
2018-11-04 15:40:00,1.05911e+18," realDonaldTrump: .Erik_Paulsen, Jason2CD, JimHagedornMN and PeteStauber love our Country and the Great State of Minnesota. They ar...",t,f,Twitter for iPhone,0,9480,f
2018-11-04 15:40:00,1.05911e+18," realDonaldTrump: Congressman DaveBratVA7th is a fighter who is doing a great job for Virginia and for our Country. Border, Military, V...",t,f,Twitter for iPhone,0,10321,f
2018-11-04 15:40:00,1.05911e+18, realDonaldTrump: Congressman RodBlum of Iowa got a desperately needed Flood Wall for Cedar Rapids that was almost impossible to get. H...,t,f,Twitter for iPhone,0,10937,f
2018-11-04 15:41:00,1.05911e+18, realDonaldTrump: .Troy_Balderson is doing a great job as Congressman from Ohio. We need him in D.C. Vote for Troy - He has my total En...,t,f,Twitter for iPhone,0,10800,f
2018-11-04 15:41:00,1.05911e+18, realDonaldTrump: So Revealing! ,t,f,Twitter for iPhone,0,41801,f
2018-11-04 15:42:00,1.05911e+18, realDonaldTrump: In Florida there is a choice between a Harvard/Yale educated man named RonDeSantisFL who has been a great Congressman...,t,f,Twitter for iPhone,0,24868,f
2018-11-04 15:44:00,1.05911e+18," realDonaldTrump: Martha McSally is a great warrior, her opponent a Nancy Pelosi Wacko! ",t,f,Twitter for iPhone,0,14668,f
2018-11-04 16:07:00,1.05911e+18," realDonaldTrump: .DannyTarkanian is a great guy and a team player. He will represent his District, State and Country at the highest le...",t,f,Twitter for iPhone,0,11502,f
2018-11-04 18:35:00,1.05915e+18,WOW - Departing the White House shortly. See you soon Georgia! MAGA  ,f,f,Twitter for iPhone,51508,12607,f
2018-11-04 01:29:00,1.05889e+18,"Another fantastic MAGARally tonight in the Great State of Florida. In just 3 days, the People of Florida are going to elect ScottforFlorida and RonDeSantisFL to protect your jobs, defend your BORDERS, and CONTINUE MAKING AMERICA  GREAT AGAIN!  ",f,f,Twitter for iPhone,43057,11444,f
2018-11-04 01:39:00,1.0589e+18,".DannyTarkanian is a great guy and a team player. He will represent his District, State and Country at the highest level. Danny is strong on Military, our Vets, Second Amendment and all of the things that we so strongly stand for. Vote for Danny - he has my Strong Endorsement!",f,f,Twitter for iPhone,47179,11502,f
2018-11-04 01:46:00,1.0589e+18,If you want to protect criminal aliens  VOTE DEMOCRAT. If you want to protect Law-Abiding Americans  VOTE REPUBLICAN!  ,f,f,Twitter for iPhone,47867,13080,f
2018-11-04 20:02:00,1.05917e+18,"On my way to Macon, Georgia where the crowds are massive, for a 4pmE MAGARally. Will be in Chattanooga, Tennessee tonight, seen below, for a 7pmE rally. Somethings happening! Everyone needs to get out and VOTE! ",f,f,Twitter for iPhone,45352,11115,f
2018-11-04 23:05:00,1.05922e+18,"Thank you Macon, Georgia! Get out on Tuesday, November 6th and VOTE for BrianKempGA as your next Governor to protect your jobs, defend your borders, fight for your values, and continue MAKING AMERICA GREAT AGAIN! ",f,f,Twitter for iPhone,45457,10931,f
2018-11-04 23:47:00,1.05923e+18,Great to be back in Tennessee. On our way to the McKenzie Arena in Chattanooga for a huge MAGARally - see everyone soon! ,f,f,Twitter for iPhone,46363,10232,f
2018-11-04 02:47:00,1.05891e+18,Unbelievable crowd in Florida tonight. Get out and VOTE! MAGA ,f,f,Twitter for iPhone,68235,16883,f
2018-11-05 13:13:00,1.05943e+18,".DebbieStabenow voted against Tax Cuts, great Healthcare, Supreme Court Justices and all of the many things the people of Michigan wanted and need. She is an automatic far left vote, controlled by her bosses. John James can be a truly great Senator!",f,f,Twitter for iPhone,43583,12216,f
2018-11-05 13:21:00,1.05944e+18,"If AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime ridden, overtaxed mess. RonDeSantisFL will be a great Governor. VOTE!!!!!!",f,f,Twitter for iPhone,52198,15108,f
2018-11-05 13:36:00,1.05944e+18,"No matter what she says, Senator Claire McCaskill will always vote against us and the Great State of Missouri! Vote for Josh Hawley - he will be a great Senator!",f,f,Twitter for iPhone,67571,17094,f
2018-11-05 15:01:00,1.05946e+18,"I need claudiatenney of NY22 to be re-elected in order to get our big plans moving. Her opponent would be a disaster. Nobody works harder than Claudia, and she is a producer. I look forward to working together with her - she has my Strongest Endorsement! Vote Claudia!",f,f,Twitter for iPhone,41613,10873,f
2018-11-05 15:18:00,1.05946e+18,"So funny to see the CNN Fake Suppression Polls and false rhetoric. Watch for real results Tuesday. We are lucky CNNs ratings are so low. Dont fall for the Suppression Game. Go out &amp, VOTE. Remember, we now have perhaps the greatest Economy (JOBS) in the history of our Country!",f,f,Twitter for iPhone,91338,25734,f
2018-11-05 15:35:00,1.05947e+18,REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelson didnt call me once. Rick Scott called constantly requesting dollars plus for Florida. Did a GREAT job on hurricanes. VOTE SCOTT!,f,f,Twitter for iPhone,67682,17973,f
2018-11-05 15:41:00,1.05947e+18,Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesdays Election (or Early Voting). Anyone caught will be subject to the Maximum Criminal Penalties allowed by law. Thank you!,f,f,Twitter for iPhone,112513,29918,f
2018-11-05 17:10:00,1.05949e+18," EricTrump: Friends, We are on the one yard line and need everyone to VOTE Republican tomorrow! America is back! America is winning aga...",t,f,Twitter for iPhone,0,11950,f
2018-11-05 17:59:00,1.05951e+18,"Bill Nelson is kind of an empty figure in Washington. You never hear his name, hes never in debates on key issues - he is just under the radar. Chris Wallace on FoxNews  In other words, Nelson is a stiff.",f,f,Twitter for iPhone,52890,13267,f
2018-11-05 01:36:00,1.05926e+18,"Thank you for joining us tonight in Tennessee, TheLeeGreenwood. GOD BLESS THE U.S.A.! ",f,f,Twitter for iPhone,75254,19474,f
2018-11-05 20:59:00,1.05955e+18,"Somethings happening America! Get out tomorrow and  so together, we can KEEP MAKING AMERICA GREAT AGAIN!! ",f,f,Twitter for iPhone,49585,14754,f
2018-11-05 21:26:00,1.05956e+18,"Thank you Ohio! When you enter the voting booth tomorrow you will be making a simple choice. A vote for Republicans is a vote to continue our extraordinary prosperity. A vote for Dems is a vote to bring this Economic Boom crashing to a sudden, screeching halt. Vote MikeDeWine! ",f,f,Twitter for iPhone,35843,9167,f
2018-11-05 21:40:00,1.05956e+18,Republicans have created the best economy in the HISTORY of our Country  and the hottest jobs market on planet earth. The Democrat Agenda is a Socialist Nightmare. The Republican Agenda is the AMERICAN DREAM!  ,f,f,Twitter for iPhone,38666,10780,f
2018-11-05 22:28:00,1.05957e+18,"Just landed in Fort Wayne, Indiana for a MAGARally at the Allen County War Memorial Coliseum. See everyone soon! ",f,f,Twitter for iPhone,33678,7311,f
2018-11-05 02:00:00,1.05926e+18,"In just 2 days, the people of Tennessee are going to elect VoteMarsha Blackburn to the United States Senate to protect your jobs, defend your borders, and CONTINUE MAKING AMERICA GREAT AGAIN! Get out on Tuesday and VOTE for Marsha! ",f,f,Twitter for iPhone,42713,11212,f
2018-11-05 05:04:00,1.05931e+18,"John James, running as a Republican for the Senate from Michigan, is a spectacular young star of the future. We should make him a star of the present. A distinguished West Point Grad and Vet, people should Vote Out Schumer Puppet Debbie Stabenow, who does nothing for Michigan!",f,f,Twitter for iPhone,70477,19477,f
2018-11-05 05:32:00,1.05932e+18,"Dana Rohrabacher has been a great Congressman for his District and for the people of Cal. He works hard and is respected by all - he produces! Dems are desperate to replace Dana by spending vast sums to elect a super liberal who is weak on Crime and bad for our Military &amp, Vets!",f,f,Twitter for iPhone,48040,12562,f
2018-11-06 15:20:00,1.05983e+18,"There is a rumor, put out by the Democrats, that Josh Hawley of Missouri left the Arena last night early. It is Fake News. He met me at the plane when I arrived, spoke at the great Rally, &amp, stayed to the very end. In fact, I said goodbye to him and left before he did. Deception!",f,f,Twitter for iPhone,80691,20975,f
2018-11-06 15:44:00,1.05983e+18,Congressman Peter King of New York is a hardworking gem. Loves his Country and his State. Get out and VOTE for Peter!,f,f,Twitter for iPhone,34907,7834,f
2018-11-06 16:18:00,1.05984e+18," realDonaldTrump: Bill Nelson is kind of an empty figure in Washington. You never hear his name, hes never in debates on key issues -...",t,f,Twitter for iPhone,0,13267,f
2018-11-06 16:19:00,1.05984e+18, realDonaldTrump: I need claudiatenney of NY22 to be re-elected in order to get our big plans moving. Her opponent would be a disaster...,t,f,Twitter for iPhone,0,10873,f
2018-11-06 16:19:00,1.05984e+18, realDonaldTrump: Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesdays E...,t,f,Twitter for iPhone,0,29918,f
2018-11-06 16:19:00,1.05984e+18, realDonaldTrump: REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelso...,t,f,Twitter for iPhone,0,17973,f
2018-11-06 16:20:00,1.05984e+18," realDonaldTrump: No matter what she says, Senator Claire McCaskill will always vote against us and the Great State of Missouri! Vote fo...",t,f,Twitter for iPhone,0,17094,f
2018-11-06 16:20:00,1.05984e+18," realDonaldTrump: If AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime rid...",t,f,Twitter for iPhone,0,15108,f
2018-11-06 16:21:00,1.05984e+18," realDonaldTrump: Thank you Macon, Georgia! Get out on Tuesday, November 6th and VOTE for BrianKempGA as your next Governor to protect...",t,f,Twitter for iPhone,0,10931,f
2018-11-06 16:23:00,1.05984e+18," realDonaldTrump: In all the time Ive been President, almost two years, never once did Senator Bill Nelson call me to ask for help for...",t,f,Twitter for iPhone,0,13517,f
2018-11-06 16:23:00,1.05984e+18," realDonaldTrump: Another fantastic MAGARally tonight in the Great State of Florida. In just 3 days, the People of Florida are going to...",t,f,Twitter for iPhone,0,11444,f
2018-11-06 16:24:00,1.05984e+18," realDonaldTrump: Arizona is such a Great State but it needs Border Security which MarthaMcSally will provide, and Krysten Sinema doesn...",t,f,Twitter for iPhone,0,13460,f
2018-11-06 16:24:00,1.05984e+18," realDonaldTrump: ....Lake Okeechobee and all of the hurricane money were a passion for Rick Scott, who called endlessly on behalf of th...",t,f,Twitter for iPhone,0,10096,f
2018-11-06 16:24:00,1.05984e+18, realDonaldTrump: Rumor has it that Senator Joe Donnelly of Indiana is paying for Facebook ads for his so-called opponent on the liberta...,t,f,Twitter for iPhone,0,22247,f
